gene_ID,DRR016125,DRR016126,DRR016127,DRR016128,DRR016129,DRR016130,DRR016131,DRR016132,DRR016133,DRR016134,DRR016135,DRR016136,DRR016137,DRR016138,DRR016139,DRR016140
AT4G03120,6,7,1,1,1,0,1,1,6,2,1,8,8,1,1,2
AT4G03130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03140,2,0,0,0,1,1,1,0,7,0,3,2,1,2,1,2
AT4G03150,2,0,1,0,3,1,1,2,4,5,2,6,1,0,1,3
AT4G03153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03180,1,1,1,2,2,1,2,3,9,2,7,3,2,2,2,3
AT4G03190,2,0,0,1,1,2,0,5,5,4,2,12,3,2,1,2
AT4G03200,2,4,4,9,10,26,8,2,3,9,1,7,2,8,7,7
AT4G03205,2,1,1,1,6,3,2,2,8,6,5,3,7,3,0,2
AT4G03210,28,35,0,14,39,72,1,43,44,42,2,32,64,30,0,15
AT4G03220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AT4G03230,1,2,1,0,2,1,0,1,0,1,1,0,1,2,0,1
AT4G03240,0,0,5,0,6,4,1,6,2,4,3,1,4,2,1,2
AT4G03250,2,1,0,0,3,4,2,0,1,0,0,0,1,1,1,0
AT4G03260,6,18,3,25,20,11,1,14,26,17,7,31,5,2,3,15
AT4G03270,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
AT4G03280,167,150,295,289,207,123,248,290,220,102,393,438,191,97,293,261
AT4G03285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03320,2,7,0,1,0,12,1,1,1,6,1,1,0,10,2,0
AT4G03330,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
AT4G03340,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
AT4G03350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03390,3,3,2,1,1,5,1,1,4,5,2,5,6,3,2,5
AT4G03400,3,3,5,6,2,4,3,8,1,1,5,13,3,2,1,6
AT4G03405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03410,4,3,4,2,4,1,2,3,1,6,2,6,2,5,3,0
AT4G03415,3,4,0,2,12,1,0,7,21,0,0,6,13,0,2,2
AT4G03420,0,1,3,4,7,2,4,2,3,0,4,5,6,0,2,1
AT4G03430,5,13,4,4,4,9,7,4,7,4,15,7,7,3,7,3
AT4G03435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03440,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0
AT4G03443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AT4G03445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AT4G03470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AT4G03500,2,1,0,1,6,1,1,1,0,0,2,0,0,2,3,4
AT4G03505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03510,35,34,0,7,11,21,9,1,19,17,2,2,18,10,8,1
AT4G03520,139,87,33,62,108,85,73,52,137,72,82,70,119,76,64,38
AT4G03530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03540,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0
AT4G03550,3,3,6,3,8,2,1,6,6,1,1,9,1,4,5,3
AT4G03560,18,25,17,27,40,39,18,15,21,7,17,25,34,2,29,9
AT4G03565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03635,0,0,1,0,2,0,1,0,1,1,0,1,1,0,0,0
AT4G03640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03820,1,6,2,1,1,2,0,0,1,3,4,0,0,0,8,1
AT4G03823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT4G03825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03935,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
AT4G03940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03960,0,0,0,2,5,3,1,1,0,0,1,1,1,0,0,1
AT4G03965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G03990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04020,2,31,47,52,6,23,60,57,10,14,68,93,1,6,80,49
AT4G04030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04040,10,6,11,3,17,3,19,7,11,15,9,5,14,6,4,7
AT4G04050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AT4G04175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04190,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3,1
AT4G04200,1,0,1,4,1,2,2,4,3,1,3,3,2,0,1,0
AT4G04210,6,12,3,7,2,18,4,14,6,11,4,6,21,0,3,6
AT4G04220,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
AT4G04221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04223,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AT4G04230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AT4G04296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04320,2,4,3,1,3,7,1,1,1,1,2,6,0,2,0,0
AT4G04330,9,9,2,0,19,9,1,0,29,8,1,0,26,16,1,0
AT4G04340,27,12,2,10,39,29,12,9,14,11,21,17,28,21,5,8
AT4G04350,3,1,3,2,11,5,5,10,11,3,4,3,11,3,1,2
AT4G04360,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
AT4G04370,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
AT4G04375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04410,1,1,0,0,0,1,0,0,1,0,1,0,1,2,1,1
AT4G04420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04450,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AT4G04460,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
AT4G04470,5,8,3,1,1,11,4,4,3,2,3,1,8,1,2,7
AT4G04480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04490,0,1,2,0,0,2,0,0,0,0,2,0,1,1,0,0
AT4G04495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AT4G04510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04540,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04570,2,0,4,1,3,0,1,0,3,3,3,6,4,2,0,2
AT4G04580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04610,7,16,8,30,3,15,4,18,14,9,9,26,16,10,10,33
AT4G04614,1,3,2,0,1,1,2,2,6,1,7,3,4,1,3,2
AT4G04620,6,27,0,8,7,34,5,0,11,28,0,1,9,10,1,1
AT4G04630,5,2,0,4,2,3,1,1,10,0,0,3,1,1,0,2
AT4G04632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT4G04640,115,84,130,176,168,139,75,186,164,59,135,272,128,58,99,162
AT4G04650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04670,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,1
AT4G04680,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT4G04690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04692,5,14,9,2,10,15,10,3,11,7,8,8,7,7,3,6
AT4G04693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04695,1,0,0,2,0,0,3,0,0,0,5,1,1,1,0,2
AT4G04700,1,0,1,0,1,0,1,0,5,0,0,2,0,0,0,0
AT4G04710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AT4G04720,5,6,1,9,16,6,6,2,9,2,6,3,5,6,3,4
AT4G04730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04740,2,4,2,2,1,6,1,2,2,6,1,1,4,0,1,0
AT4G04745,4,0,0,2,0,0,0,1,1,0,1,0,0,0,1,1
AT4G04750,1,0,1,3,2,2,0,1,0,0,1,2,1,0,0,4
AT4G04760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04770,16,35,15,23,12,23,15,21,23,25,22,34,20,6,16,15
AT4G04775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04780,6,3,0,4,1,5,1,2,2,2,2,5,1,1,0,1
AT4G04790,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AT4G04800,12,18,4,1,1,3,10,3,15,7,3,0,2,1,2,3
AT4G04810,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
AT4G04820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04830,8,1,2,17,1,1,2,7,17,3,9,21,1,4,3,4
AT4G04840,2,4,2,8,1,1,1,5,8,1,0,6,5,0,0,0
AT4G04850,3,3,11,25,1,2,6,24,0,3,23,16,5,0,4,3
AT4G04860,6,2,3,2,2,5,6,0,1,5,1,5,1,4,1,0
AT4G04870,0,1,0,0,0,3,0,1,0,1,1,6,0,3,0,2
AT4G04880,1,0,2,2,1,1,1,1,1,1,1,0,2,1,4,2
AT4G04885,5,4,1,8,10,1,0,2,6,2,2,3,5,1,2,3
AT4G04890,3,1,0,3,10,4,4,5,13,0,8,13,2,4,2,5
AT4G04900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04910,15,6,2,3,6,10,1,8,7,1,2,12,11,5,1,4
AT4G04920,1,0,1,2,0,1,2,1,6,0,4,1,1,1,3,5
AT4G04925,9,2,0,1,6,5,0,2,3,4,6,1,3,3,1,0
AT4G04930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04940,1,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0
AT4G04950,1,1,3,6,7,3,0,2,5,1,5,6,4,3,2,3
AT4G04953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04955,15,2,3,7,4,6,0,3,1,0,2,2,10,1,1,1
AT4G04957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04960,5,5,1,1,4,5,1,2,2,4,2,2,6,2,1,0
AT4G04970,1,1,1,1,4,2,0,0,2,0,1,3,2,2,2,1
AT4G04972,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AT4G04980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G04990,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
AT4G05000,7,3,0,2,3,1,0,6,0,5,4,4,6,0,3,1
AT4G05010,0,3,2,0,1,2,0,5,1,1,5,0,1,2,2,6
AT4G05018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05020,0,17,7,4,3,15,10,2,1,14,21,5,0,7,6,2
AT4G05030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT4G05040,0,0,1,1,2,0,0,2,2,0,0,4,1,0,0,1
AT4G05048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05049,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
AT4G05050,100,309,300,149,87,260,303,118,139,218,379,142,120,221,376,128
AT4G05053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05060,9,6,8,4,6,7,8,1,9,5,13,2,4,6,5,2
AT4G05070,31,46,44,16,54,54,40,17,64,14,62,43,40,50,40,27
AT4G05071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05090,1,3,1,0,3,0,11,3,0,1,6,6,0,0,1,1
AT4G05091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05100,0,24,20,2,0,25,11,1,0,12,5,0,0,4,3,1
AT4G05105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05110,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
AT4G05120,2,6,0,0,1,1,0,0,5,1,0,0,1,0,0,0
AT4G05130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05150,44,97,75,21,67,73,47,26,51,30,42,21,59,48,62,5
AT4G05160,2,11,3,12,3,9,3,5,10,3,5,2,5,1,2,2
AT4G05170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
AT4G05180,464,393,273,386,652,458,310,302,738,298,329,567,570,315,286,352
AT4G05190,0,0,3,1,1,0,0,10,1,0,0,1,1,0,1,1
AT4G05200,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1
AT4G05210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G05320,492,1042,1019,376,485,969,929,255,570,766,1095,391,511,625,1087,279
AT4G05330,1,2,0,0,1,2,1,1,1,0,1,2,1,1,2,0
